,name,Date,value_to_predict
583,AMZN,2002-12-03,0.1746071359820102
584,AMZN,2002-12-04,0.0962591392772664
585,AMZN,2002-12-05,0.0557431677265979
586,AMZN,2002-12-06,0.0421848409128494
587,AMZN,2002-12-09,0.0491738554908945
588,AMZN,2002-12-10,0.0652700806146058
589,AMZN,2002-12-11,0.1223982899501267
590,AMZN,2002-12-12,0.1503292398882426
591,AMZN,2002-12-13,0.1356842783065618
592,AMZN,2002-12-16,0.1333403762139226
593,AMZN,2002-12-17,0.104580072934029
594,AMZN,2002-12-18,0.0719282213411308
595,AMZN,2002-12-19,0.0456709747068547
596,AMZN,2002-12-20,0.0273117084358919
597,AMZN,2002-12-23,0.0055869748510717
598,AMZN,2002-12-24,-0.0195546252687205
599,AMZN,2002-12-26,-0.0410955951107943
600,AMZN,2002-12-27,-0.0370085325894118
601,AMZN,2002-12-30,-0.0664419250012171
602,AMZN,2002-12-31,-0.0803889845787523
603,AMZN,2003-01-02,-0.1034893005456425
